query_id,query,category,start_time,end_time,total_latency_ms,ttfu_ms,ttfu_status,cache_hit,discovery_status,verification_status,result_count,top_1_tool,top_3_tools,provider_attempts,provider_successes,provider_failures,tavily_fallback_used,tavily_call_count,verification_batches,final_result_count,eligibility_failures,unknown_constraints,execution_error,relevance_score,constraint_score,verification_score,ranking_score,explanation_score,human_notes
"q057","Does Lumen5 Is this a real tool named Lumen5??","unknown","2026-08-14T19:00:59.773Z","2026-08-14T19:01:00.385Z","612","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q058","free tool that generates infinite money","finance","2026-08-14T19:01:00.386Z","2026-08-14T19:01:00.905Z","519","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q059","AI that can read my mind and write code","developer","2026-08-14T19:01:00.906Z","2026-08-14T19:01:01.410Z","504","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q060","XYZFakishToolThatDoesNotExist123","unknown","2026-08-14T19:01:01.410Z","2026-08-14T19:01:02.024Z","614","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q061","Is ChatGPT Plus $20 or $25?","productivity","2026-08-14T19:01:02.024Z","2026-08-14T19:01:02.438Z","414","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q062","Does Midjourney have a free trial right now?","image","2026-08-14T19:01:02.438Z","2026-08-14T19:01:03.049Z","611","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q063","Can you use Claude 3 Opus for free?","developer","2026-08-14T19:01:03.049Z","2026-08-14T19:01:03.562Z","513","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q064","Zapier vs Make for simple automations","automation","2026-08-14T19:01:03.562Z","2026-08-14T19:01:04.077Z","515","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q065","Is Vercel completely free for commercial use?","developer","2026-08-14T19:01:04.077Z","2026-08-14T19:01:04.687Z","610","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q066","Does InShot Is this a real tool named InShot??","video","2026-08-14T19:01:04.687Z","2026-08-14T19:01:05.198Z","511","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q067","Does Adobe Premiere Rush Is this a real tool named Adobe Premiere Rush??","video","2026-08-14T19:01:05.198Z","2026-08-14T19:01:05.710Z","512","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q068","latest 2026 AI tools for video","video","2026-08-14T19:01:05.710Z","2026-08-14T19:01:06.223Z","513","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q069","who acquired figma in 2026","business","2026-08-14T19:01:06.223Z","2026-08-14T19:01:06.734Z","511","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q070","current pricing of X Premium","social","2026-08-14T19:01:06.734Z","2026-08-14T19:01:07.222Z","488","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q071","AI voice cloner that works with just 5 seconds of audio","audio","2026-08-14T19:01:07.223Z","2026-08-14T19:01:07.651Z","428","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q072","tool to schedule twitter threads for free","marketing","2026-08-14T19:01:07.651Z","2026-08-14T19:01:08.070Z","419","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q073","open source game engine for 2d pixel art","developer","2026-08-14T19:01:08.070Z","2026-08-14T19:01:08.575Z","505","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q074","finance app that connects to European banks via open banking","finance","2026-08-14T19:01:08.576Z","2026-08-14T19:01:09.190Z","614","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
"q075","CRM that integrates with WhatsApp business API","business","2026-08-14T19:01:09.190Z","2026-08-14T19:01:09.805Z","615","","NOT_AVAILABLE","false","DISCOVERY_FAILED","UNVERIFIED","0","","","3","0","0","true","0","0","0","0","","Gemini Discovery: Rate Limited / Unavailable; Groq Discovery: Rate Limited / Unavailable; Gemini Flash Discovery: Rate Limited / Unavailable","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review","pending_human_review"
